time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,4.65467e+06,4.65467e+06,4.65467e+06,11563.3,11563.3,11563.3,1770.02,1770.02,1770.02,4.23131e+06,4.23131e+06,4.23131e+06,7.79148e+06,7.79148e+06,7.79148e+06,31860.1,31860.1,31860.1,3706.16,3706.16,3706.16,114987,114987,114987,501072,501072,501072,1.35312e+06,1.35312e+06,1.35312e+06,223942,223942,223942,1.07789e+08,1.07789e+08,1.07789e+08,0,0,0,0,0,0
1,4.64433e+06,4.64433e+06,4.64433e+06,10933.1,10933.1,10933.1,1693.93,1693.93,1693.93,4.25889e+06,4.25889e+06,4.25889e+06,7.76305e+06,7.76305e+06,7.76305e+06,29990.2,29990.2,29990.2,3543.3,3543.3,3543.3,112243,112243,112243,499314,499314,499314,1.34981e+06,1.34981e+06,1.34981e+06,219280,219280,219280,1.07815e+08,1.07815e+08,1.07815e+08,35.5088,35.5088,35.5088,5.4423,5.4423,5.4423
2,4.63592e+06,4.63592e+06,4.63592e+06,10272,10272,10272,1618.7,1618.7,1618.7,4.28655e+06,4.28655e+06,4.28655e+06,7.73661e+06,7.73661e+06,7.73661e+06,28170.1,28170.1,28170.1,3399.09,3399.09,3399.09,109466,109466,109466,495869,495869,495869,1.34164e+06,1.34164e+06,1.34164e+06,214503,214503,214503,1.07853e+08,1.07853e+08,1.07853e+08,33.4094,33.4094,33.4094,5.20936,5.20936,5.20936
3,4.62937e+06,4.62937e+06,4.62937e+06,9624.38,9624.38,9624.38,1550.24,1550.24,1550.24,4.31416e+06,4.31416e+06,4.31416e+06,7.71211e+06,7.71211e+06,7.71211e+06,26387.4,26387.4,26387.4,3267.73,3267.73,3267.73,106673,106673,106673,490845,490845,490845,1.32905e+06,1.32905e+06,1.32905e+06,209660,209660,209660,1.07893e+08,1.07893e+08,1.07893e+08,31.3395,31.3395,31.3395,4.9963,4.9963,4.9963
4,4.62461e+06,4.62461e+06,4.62461e+06,8998.89,8998.89,8998.89,1488.83,1488.83,1488.83,4.3416e+06,4.3416e+06,4.3416e+06,7.68946e+06,7.68946e+06,7.68946e+06,24660.2,24660.2,24660.2,3149.07,3149.07,3149.07,103883,103883,103883,484395,484395,484395,1.31244e+06,1.31244e+06,1.31244e+06,204788,204788,204788,1.07935e+08,1.07935e+08,1.07935e+08,29.3243,29.3243,29.3243,4.80327,4.80327,4.80327
5,4.62156e+06,4.62156e+06,4.62156e+06,8400.52,8400.52,8400.52,1434.31,1434.31,1434.31,4.36878e+06,4.36878e+06,4.36878e+06,7.66857e+06,7.66857e+06,7.66857e+06,23003.7,23003.7,23003.7,3043.11,3043.11,3043.11,101117,101117,101117,476681,476681,476681,1.29226e+06,1.29226e+06,1.29226e+06,199926,199926,199926,1.07978e+08,1.07978e+08,1.07978e+08,27.3834,27.3834,27.3834,4.63024,4.63024,4.63024
6,4.62011e+06,4.62011e+06,4.62011e+06,7832.67,7832.67,7832.67,1386.5,1386.5,1386.5,4.3956e+06,4.3956e+06,4.3956e+06,7.64935e+06,7.64935e+06,7.64935e+06,21428.3,21428.3,21428.3,2949.7,2949.7,2949.7,98390,98390,98390,467864,467864,467864,1.26894e+06,1.26894e+06,1.26894e+06,195108,195108,195108,1.08023e+08,1.08023e+08,1.08023e+08,25.5311,25.5311,25.5311,4.47696,4.47696,4.47696
7,4.62016e+06,4.62016e+06,4.62016e+06,7297.45,7297.45,7297.45,1345.18,1345.18,1345.18,4.42198e+06,4.42198e+06,4.42198e+06,7.63169e+06,7.63169e+06,7.63169e+06,19941,19941,19941,2868.65,2868.65,2868.65,95719.1,95719.1,95719.1,458105,458105,458105,1.24293e+06,1.24293e+06,1.24293e+06,190364,190364,190364,1.08068e+08,1.08068e+08,1.08068e+08,23.7769,23.7769,23.7769,4.34306,4.34306,4.34306
8,4.62161e+06,4.62161e+06,4.62161e+06,6795.83,6795.83,6795.83,1310.14,1310.14,1310.14,4.44784e+06,4.44784e+06,4.44784e+06,7.61548e+06,7.61548e+06,7.61548e+06,18545.2,18545.2,18545.2,2799.7,2799.7,2799.7,93117.7,93117.7,93117.7,447556,447556,447556,1.21465e+06,1.21465e+06,1.21465e+06,185725,185725,185725,1.08114e+08,1.08114e+08,1.08114e+08,22.1265,22.1265,22.1265,4.22807,4.22807,4.22807
9,4.62436e+06,4.62436e+06,4.62436e+06,6327.97,6327.97,6327.97,1281.15,1281.15,1281.15,4.47313e+06,4.47313e+06,4.47313e+06,7.60061e+06,7.60061e+06,7.60061e+06,17242.2,17242.2,17242.2,2742.58,2742.58,2742.58,90598.4,90598.4,90598.4,436363,436363,436363,1.18451e+06,1.18451e+06,1.18451e+06,181215,181215,181215,1.0816e+08,1.0816e+08,1.0816e+08,20.5822,20.5822,20.5822,4.13152,4.13152,4.13152
